PubIssueID,Title,NA Gaps,First Volume,Last Volume
sim_coins-and-medals,Coins and Medals,,1967.0,1972.0
sim_colby-quarterly,Colby Quarterly,1972; ,1943.0,2003.0
sim_cold-regions-science-and-technology,Cold Regions Science and Technology,1987; 1988; 1989; 1990; 1991; 1992; 1993; 1994; 1995; ,1979.0,2003.0
sim_collection-management,Collection Management,1977; 1980; 1981; 1999; 2000; ,1976.0,2013.0
sim_collections-historical-miscellaneous-monthly-journal,"Collections, Historical and Miscellaneous, and Monthly Literary Journal",,1822.0,1824.0
sim_collector-editions,Collector Editions,1982; 1983; 1984; 1985; 1986; 1987; 1988; ,1973.0,1996.0
sim_collector-investor,Collector Investor,,1980.0,1982.0
sim_college-and-university,College and University,,1925.0,2016.0
sim_college-and-university-business,College and University Business,,1946.0,1974.0
sim_college-and-university-journal,College and University Journal,,1962.0,1974.0
sim_college-board-review,The College Board Review,1999; ,1947.0,2007.0
sim_college-composition-and-communication,College Composition and Communication,,1950.0,2015.0
sim_college-english,College English,,1939.0,2016.0
sim_college-english-association-cea-critic,College English Association. CEA Critic,,1939.0,2016.0
sim_college-english-association-cea-forum,College English Association. CEA Forum,,1972.0,1999.0
sim_college-literature,College Literature,,1974.0,2015.0
sim_college-management,College Management,,1966.0,1974.0
sim_college-mathematics-journal,The College Mathematics Journal,,1970.0,2014.0
sim_college-music-symposium,College Music Symposium,,1989.0,2009.0
sim_college-press-service,College Press Service,,1980.0,1981.0
sim_college-research-libraries,College & Research Libraries. [Filmed From the Online Edition],,1939.0,2016.0
sim_college-research-libraries-news,College & Research Libraries News,,1980.0,2015.0
sim_college-store-journal,College Store Journal,,1977.0,1981.0
sim_college-student-journal,College Student Journal,,1967.0,2014.0
sim_college-teaching,College Teaching,,1953.0,2013.0
sim_college-undergraduate-libraries,College & Undergraduate Libraries,,1994.0,2004.0
sim_collegian-or-american-students-magazine,"Collegian; Or, American Students' Magazine",,1819.0,1819.0
sim_collegiate-baseball,Collegiate Baseball,,1958.0,2010.0
sim_collegiate-microcomputer,Collegiate Microcomputer,,1983.0,1993.0
sim_colliers-the-national-weekly,Collier's: The National Weekly,,1891.0,1915.0
sim_colliery-guardian,Colliery Guardian,,1942.0,1994.0
sim_colloid-journal-of-the-russian-academy-of-sciences,Colloid Journal of the Russian Academy of Sciences,1973; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004; 2005; ,1965.0,2006.0
sim_colloids-and-surfaces,Colloids and Surfaces,,1980.0,2001.0
sim_colloids-and-surfaces-a-physical-and-engineering-aspects,Colloids and Surfaces A: Physicochemical and Engineering Aspects,,1993.0,2001.0
sim_colloids-and-surfaces-b-biointerfaces,Colloids and Surfaces B: Biointerfaces,,1993.0,2001.0
sim_colmans-rural-world,Colman's Rural World,1870; 1871; 1872; 1873; 1874; 1875; 1876; 1877; 1878; 1879; 1880; 1885; 1886; 1887; 1888; 1889; 1890; 1891; 1892; 1893; 1894; 1895; 1896; 1897; 1898; 1899; 1904; 1905; 1906; 1907; 1908; 1909; 1910; 1911; 1912; ,1849.0,1916.0
sim_colonial-heritage,Colonial Heritage,,1970.0,1976.0
sim_colonial-latin-american-review,Colonial Latin American Review,,2000.0,2004.0
sim_colonizationist-and-journal-of-freedom,Colonizationist and Journal of Freedom,,1833.0,1834.0
sim_color-research-and-application,Color Research and Application,,1976.0,2000.0
sim_colorado-field-ornithologists-cfo-journal,Colorado Field Ornithologists: CFO Journal,1974; 1975; 1976; ,1967.0,1979.0
sim_colorado-lawyer,Colorado Lawyer,,,
sim_colorado-magazine,Colorado Magazine,,1975.0,1980.0
sim_colorado-medicine,Colorado Medicine,,1950.0,2001.0
sim_colorado-quarterly,Colorado Quarterly,,1952.0,1980.0
sim_colorado-rocky-mountain-west,Colorado.Rocky Mountain West,,1965.0,1979.0
sim_colorado-school-of-mines-quarterly,Colorado School of Mines. Quarterly,,1961.0,1961.0
sim_coloradobiz,ColoradoBiz,,1998.0,2006.0
sim_coloration-technology,Coloration Technology,,1950.0,2010.0
sim_colored-american-magazine,Colored American Magazine,,1900.0,1909.0
sim_colourage,Colourage,1977; 1978; 1979; ,1976.0,1981.0
sim_columbia-forum,Columbia Forum,,1957.0,1975.0
sim_columbia-human-rights-law-review,Columbia Human Rights Law Review,,1967.0,2012.0
sim_columbia-journalism-review,Columbia Journalism Review,,1962.0,2016.0
sim_columbia-magazine,Columbia Magazine,,1814.0,1815.0
sim_columbia-university-quarterly,Columbia University Quarterly,,1898.0,1907.0
sim_columbian-chemical-society-of-philadelphia-memoirs,Columbian Chemical Society of Philadelphia. Memoirs,,1813.0,1813.0
sim_columbian-historian,Columbian Historian,,1824.0,1825.0
sim_columbian-magazine,Columbian Magazine,,1806.0,1806.0
sim_columbian-museum-or-universal-asylum,"Columbian Museum; Or, Universal Asylum",,1793.0,1793.0
sim_columbian-observer,Columbian Observer,,1822.0,1825.0
sim_columbian-phenix-and-boston-review,Columbian Phenix and Boston Review,,1800.0,1800.0
sim_columbian-star,The Columbian Star,,1822.0,1829.0
sim_columbus-monthly,Columbus Monthly,,1984.0,2015.0
sim_colvins-weekly-register,Colvin's Weekly Register,,1808.0,1808.0
sim_combat,Combat,,1968.0,1971.0
sim_combinatorica,Combinatorica,1991; 2001; 2002; 2003; 2004; 2005; ,1989.0,2006.0
sim_combustion,Combustion,,1929.0,1981.0
sim_combustion-and-flame,Combustion and Flame,,1957.0,2000.0
sim_combustion-explosion-and-shock-waves,"Combustion, Explosion, and Shock Waves",1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000; ,1965.0,2001.0
sim_comet,Comet,,1811.0,1812.0
sim_command-policy,Command Policy,,1978.0,1979.0
sim_commanders-digest,Commanders Digest,,1965.0,1978.0
sim_commentarii-mathematici-helvetici,Commentarii Mathematici Helvetici,,1991.0,1996.0
sim_commentary,Commentary,,1945.0,2016.0
sim_commentationes-physico-mathematicae,Commentationes Physico-Mathematicae,,1924.0,1973.0
sim_commerce-america,Commerce America,,1976.0,1978.0
sim_commerce-today,Commerce Today,,1970.0,1975.0
sim_commercial-and-financial-chronicle,Commercial and Financial Chronicle,,1978.0,9999.0
sim_commercial-and-financial-chronicle-monday,Commercial and Financial Chronicle (Monday),,,
sim_commercial-and-financial-chronicle-thursday,Commercial and Financial Chronicle (Thursday),,,
sim_commercial-carrier-journal-professional-fleet-managers,Commercial Carrier Journal for Professional Fleet Managers : CCJ,,1911.0,2000.0
sim_commercial-construction-news,Commercial Construction News,,1973.0,1973.0
sim_commercial-fertilizer-and-plant-food-industry,Commercial Fertilizer and Plant Food Industry,,1950.0,1970.0
sim_commercial-fishing,Commercial Fishing,,,
sim_commercial-image,Commercial Image,,1995.0,1997.0
sim_commercial-law-bulletin,Commercial Law Bulletin,,1986.0,2004.0
sim_commercial-law-journal,Commercial Law Journal,,1973.0,2001.0
sim_commercial-lending-review,Commercial Lending Review,2001; 2002; ,1987.0,2004.0
sim_commercial-motor,Commercial Motor,1971; 1984; ,1958.0,1985.0
sim_commercial-news,Commercial News,1979; ,1977.0,1980.0
sim_commercial-space,Commercial Space,,1985.0,1986.0
sim_common-cause-magazine,Common Cause Magazine,,1985.0,1996.0
sim_common-ground,Common Ground,1977; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; ,1946.0,1991.0
sim_common-knowledge,Common Knowledge,,1992.0,1998.0
sim_common-market-law-review,Common Market Law Review,,1988.0,1991.0
sim_common-school-advocate,Common School Advocate,,1837.0,1841.0
sim_common-school-assistant,Common School Assistant,,1836.0,1840.0
sim_common-school-journal,Common School Journal,,1838.0,1852.0
sim_common-sense,Common Sense,,1946.0,1972.0
sim_commons-for-industrial-justice,"Commons, for Industrial Justice, Efficient Philanthropy, Educational Freedom and the People's Control of Public Utilities",,1896.0,1905.0
sim_commons-open-spaces-and-footpaths-preservation-society,"Commons, Open Spaces and Footpaths Preservation Society Journal",,1978.0,1981.0
sim_commonweal,Commonweal,,1924.0,2016.0
sim_commonwealth-digest,Commonwealth Digest,,1964.0,1964.0
sim_commonwealth-producer,Commonwealth Producer,,1950.0,1952.0
sim_communication-abstracts,Communication Abstracts,,1989.0,2007.0
sim_communication-disorders-quarterly,Communication Disorders Quarterly,,1987.0,2009.0
sim_communication-education,Communication Education,,1952.0,2015.0
sim_communication-journalism-education-today,Communication: Journalism Education Today,,1972.0,2013.0
sim_communication-law-and-policy,Communication Law and Policy,,2001.0,2002.0
sim_communication-monographs,Communication Monographs,,1934.0,2015.0
sim_communication-quarterly,Communication Quarterly,,1953.0,2015.0
sim_communication-reports,Communication Reports,,1988.0,2009.0
sim_communication-research,Communication Research,,1974.0,2015.0
sim_communication-studies,Communication Studies,,1984.0,2014.0
sim_communication-theory,Communication Theory,,1991.0,2011.0
sim_communication-world,Communication World,,1983.0,2011.0
sim_communications,Communications,,1965.0,1996.0
sim_communications-and-the-law,Communications and the Law,,,
sim_communications-in-mathematical-physics,Communications in Mathematical Physics,1996; 1997; ,1965.0,2002.0
sim_communications-in-psychopharmacology,Communications in Psychopharmacology,,1978.0,1980.0
sim_communications-news,Communications News,,1964.0,2009.0
sim_communications-on-pure-and-applied-mathematics,Communications on Pure and Applied Mathematics,,1948.0,2013.0
sim_communications-workers-of-america-cwa-news,Communications Workers of America. CWA News,,1975.0,2015.0
sim_communio,Communio,,1980.0,2015.0
sim_communion,Communion,,1947.0,1981.0
sim_communist-and-post-communist-studies,Communist and Post - Communist Studies,,1968.0,2009.0
sim_communities,Communities,1989; 1991; 1992; ,1972.0,2015.0
sim_communities-in-action,Communities in Action,,1966.0,1969.0
sim_community,Community,1979; 1982; ,1941.0,1983.0
sim_community-banker,Community Banker,,1992.0,2010.0
sim_community-care,Community Care,1982; 1983; 1985; 1987; 1989; 1990; 1993; 1994; 1995; 1996; 1997; 2007; 2008; ,1974.0,2009.0
sim_community-college-frontiers,Community College Frontiers,,1972.0,1981.0
sim_community-college-journal,Community College Journal,,1930.0,2015.0
sim_community-college-journal-of-research-and-practice,Community College Journal of Research and Practice,,1976.0,2015.0
sim_community-college-journalist,Community College Journalist,1985; 1986; 1987; 1988; ,1976.0,1996.0
sim_community-college-review,Community College Review,,1973.0,2015.0
sim_community-college-social-science-journal,The Community College Social Science Journal,1979; ,1977.0,1982.0
sim_community-development,Community Development,2008; 2009; 2010; ,1984.0,2011.0
sim_community-development-journal,Community Development Journal,,1966.0,2013.0
sim_community-education-journal,Community Education Journal,1976; 1977; 2004; 2005; ,1971.0,2008.0
sim_community-junior-college-libraries,Community & Junior College Libraries,1986; 1991; 1992; 1993; 1994; ,1982.0,2004.0
sim_community-mental-health-journal,Community Mental Health Journal,,1965.0,2014.0
sim_community-practitioner,Community Practitioner,,1973.0,2007.0
sim_community-review,Community Review,1985; 1994; 1995; ,1980.0,1996.0
sim_commuter-air-international,Commuter Air International,,1990.0,1993.0
sim_companion,Companion,,1828.0,1828.0
sim_companion-and-weekly-miscellany,Companion and Weekly Miscellany,,1804.0,1806.0
sim_companion-animal-practice,Companion Animal Practice,,1987.0,1989.0
sim_comparative-biochemistry-and-physiology,Comparative Biochemistry and Physiology,,1960.0,1970.0
sim_comparative-biochemistry-and-physiology-part-a,"Comparative Biochemistry and Physiology, Part A: Molecular & Integrative Physiology",,1971.0,2015.0
sim_comparative-biochemistry-and-physiology-part-b,"Comparative Biochemistry and Physiology, Part B: Biochemistry & Molecular Biology",,1971.0,2015.0
sim_comparative-biochemistry-and-physiology-toxicology,Comparative Biochemistry and Physiology: Toxicology & Pharmacology,,1975.0,2015.0
sim_comparative-criticism,Comparative Criticism,,1989.0,1993.0
sim_comparative-drama,Comparative Drama,,1967.0,2014.0
sim_comparative-economic-studies,Comparative Economic Studies,,1987.0,2002.0
sim_comparative-education,Comparative Education,2001; 2002; 2003; ,1998.0,2009.0
sim_comparative-education-review,Comparative Education Review,,1957.0,2014.0
sim_comparative-immunology-microbiology-and-infectious,"Comparative Immunology, Microbiology and Infectious Diseases",,1978.0,2004.0
sim_comparative-literature,Comparative Literature,,1949.0,2015.0
sim_comparative-literature-studies,Comparative Literature Studies,,1963.0,2015.0
sim_comparative-political-studies,Comparative Political Studies,,1968.0,2015.0
sim_comparative-politics,Comparative Politics,,1968.0,2015.0
sim_comparative-strategy,Comparative Strategy,1984; 1986; ,1978.0,2006.0
sim_comparative-studies-in-society-and-history,Comparative Studies in Society and History,,1958.0,2015.0
sim_comparative-urban-and-community-research,Comparative Urban and Community Research,1993; 1994; 1996; 1997; ,1988.0,1998.0
sim_comparative-urban-research,Comparative Urban Research,1981; 1984; ,1976.0,1985.0
sim_compare,Compare,1972; 1973; 1974; ,2006.0,2006.0
sim_compendium-continuing-education-for-veterinarians,Compendium : Continuing Education for Veterinarians,,1982.0,2009.0
sim_compensation-and-working-conditions,Compensation and Working Conditions,,1972.0,2001.0
sim_compensation-benefits-management,Compensation & Benefits Management,,1996.0,1996.0
sim_compensation-review,Compensation Review,,1969.0,2013.0
sim_compflash,Compflash,,1989.0,1995.0
sim_compleat-anbar,Compleat Anbar,,,
sim_compleat-library-or-news-for-the-ingenious,"Compleat Library; Or, News for the Ingenious",,1692.0,1694.0
sim_compleat-linguist,Compleat Linguist,,1719.0,1722.0
sim_complete-book-of-engines,The Complete Book of Engines,,1965.0,1973.0
sim_completed-research-in-health-physical-education,"Completed Research in Health, Physical Education, Recreation and Dance",,1978.0,1979.0
sim_composer,The Composer,,1969.0,1981.0
sim_composite-structures,Composite Structures,,1983.0,1996.0
sim_composites,Composites,,1969.0,1995.0
sim_composites-engineering,Composites Engineering,,1991.0,1995.0
sim_composites-manufacturing,Composites Manufacturing,,1990.0,1991.0
sim_composites-part-a-applied-science-and-manufacturing,"Composites, Part A: Applied Science and Manufacturing",,1996.0,2005.0
sim_composites-science-and-technology,Composites Science and Technology,,1968.0,1992.0
sim_compositio-mathematica,Compositio Mathematica,,1991.0,2001.0
sim_composition-studies,Composition Studies,,1975.0,2009.0
sim_comprehensive-child-and-adolescent-nursing,Comprehensive Child and Adolescent Nursing,,1983.0,2013.0
sim_comprehensive-psychiatry,Comprehensive Psychiatry,,1997.0,2003.0
sim_compressed-air,Compressed Air,,1896.0,2000.0
sim_computational-biology-and-chemistry,Computational Biology and Chemistry,,1976.0,2011.0
sim_computational-economics,Computational Economics,,1991.0,2003.0
sim_computational-intelligence,Computational Intelligence,,1993.0,1996.0
sim_computational-linguistics,Computational Linguistics,,1988.0,2008.0
sim_computational-mathematics-and-mathematical-physics,Computational Mathematics and Mathematical Physics,,1962.0,1996.0
sim_computational-mechanics,Computational Mechanics,,1986.0,1993.0
sim_computational-statistics-data-analysis,Computational Statistics & Data Analysis,,1983.0,1996.0
sim_computational-theoretical-chemistry,Computational & Theoretical Chemistry,1987; 1994; ,1992.0,1992.0
sim_compute,Compute,,1979.0,1994.0
sim_computer,Computer,,1976.0,2002.0
sim_computer-aided-design,Computer Aided Design,,1970.0,2015.0
sim_computer-aided-engineering,Computer - Aided Engineering,,1982.0,2002.0
sim_computer-aided-geometric-design,Computer Aided Geometric Design,,1989.0,1995.0
sim_computer-animation-and-virtual-worlds,Computer Animation and Virtual Worlds,,1990.0,1999.0
sim_computer-applications-in-engineering-education,Computer Applications in Engineering Education,,2006.0,2006.0
sim_computer-characteristics-review,Computer Characteristics Review,,1969.0,1973.0
sim_computer-communications,Computer Communications,,1978.0,2011.0
sim_computer-contributions,Computer Contributions,,1966.0,1970.0
sim_computer-crime-digest,Computer Crime Digest,,1982.0,1987.0
sim_computer-dealer-news,Computer Dealer News,,1990.0,
sim_computer-decisions,Computer Decisions,,1969.0,1989.0
sim_computer-digest,Computer Digest,,1966.0,1979.0
sim_computer-enhanced-spectroscopy-ces,Computer Enhanced Spectroscopy: CES,1985; ,1983.0,1986.0
sim_computer-graphics-today,Computer Graphics Today,,1984.0,1989.0
sim_computer-graphics-world,Computer Graphics World,,1984.0,2015.0
sim_computer-integrated-manufacturing-systems,Computer-Integrated Manufacturing Systems,,1988.0,1998.0
sim_computer-journal,The Computer Journal,,1982.0,2013.0
sim_computer-language,Computer Language,,1986.0,1993.0
sim_computer-languages-systems-structures,"Computer Languages, Systems & Structures",,1975.0,2003.0
sim_computer-literature-index-annual-cumulation,Computer Literature Index. Annual Cumulation,,1989.0,2002.0
sim_computer-management,Computer Management,,,
sim_computer-marketing-newsletter,The Computer Marketing Newsletter,,1991.0,1993.0
sim_computer-methods-and-programs-in-biomedicine,Computer Methods and Programs in Biomedicine,,1970.0,1991.0
sim_computer-methods-in-applied-mechanics-and-engineering,Computer Methods in Applied Mechanics and Engineering,,1972.0,1998.0
sim_computer-music-journal,Computer Music Journal,,1977.0,2014.0
sim_computer-networks,Computer Networks,,1976.0,2004.0
sim_computer-optics,Computer Optics,,1989.0,1990.0
sim_computer-performance,Computer Performance,,1982.0,1984.0
sim_computer-physics-communications,Computer Physics Communications,1988; 1993; 1994; ,1969.0,1998.0
sim_computer-physics-reports,Computer Physics Reports,,1988.0,1990.0
